cohn-kanade-images/S005/001/S005_001_00000011.png,disgust
cohn-kanade-images/S010/002/S010_002_00000014.png,surprise
cohn-kanade-images/S010/004/S010_004_00000019.png,anger
cohn-kanade-images/S010/006/S010_006_00000015.png,happy
cohn-kanade-images/S011/001/S011_001_00000016.png,surprise
cohn-kanade-images/S011/002/S011_002_00000022.png,sadness
cohn-kanade-images/S011/003/S011_003_00000014.png,fear
cohn-kanade-images/S011/004/S011_004_00000021.png,anger
cohn-kanade-images/S011/005/S011_005_00000020.png,disgust
cohn-kanade-images/S011/006/S011_006_00000013.png,happy
cohn-kanade-images/S014/001/S014_001_00000029.png,surprise
cohn-kanade-images/S014/002/S014_002_00000016.png,sadness
cohn-kanade-images/S014/003/S014_003_00000030.png,anger
cohn-kanade-images/S014/005/S014_005_00000017.png,happy
cohn-kanade-images/S022/001/S022_001_00000030.png,surprise
cohn-kanade-images/S022/005/S022_005_00000032.png,anger
cohn-kanade-images/S022/006/S022_006_00000017.png,disgust
cohn-kanade-images/S026/001/S026_001_00000015.png,surprise
cohn-kanade-images/S026/002/S026_002_00000016.png,sadness
cohn-kanade-images/S026/003/S026_003_00000015.png,anger
cohn-kanade-images/S026/006/S026_006_00000013.png,happy
cohn-kanade-images/S028/001/S028_001_00000024.png,anger
cohn-kanade-images/S029/001/S029_001_00000019.png,anger
cohn-kanade-images/S032/001/S032_001_00000022.png,surprise
cohn-kanade-images/S032/003/S032_003_00000017.png,anger
cohn-kanade-images/S032/004/S032_004_00000014.png,fear
cohn-kanade-images/S032/005/S032_005_00000016.png,disgust
cohn-kanade-images/S032/006/S032_006_00000016.png,happy
cohn-kanade-images/S034/001/S034_001_00000029.png,surprise
cohn-kanade-images/S034/003/S034_003_00000027.png,anger
cohn-kanade-images/S034/005/S034_005_00000010.png,happy
cohn-kanade-images/S035/001/S035_001_00000015.png,surprise
cohn-kanade-images/S035/005/S035_005_00000019.png,disgust
cohn-kanade-images/S035/006/S035_006_00000018.png,happy
cohn-kanade-images/S037/001/S037_001_00000020.png,surprise
cohn-kanade-images/S037/003/S037_003_00000022.png,anger
cohn-kanade-images/S037/006/S037_006_00000021.png,happy
cohn-kanade-images/S042/001/S042_001_00000019.png,surprise
cohn-kanade-images/S042/002/S042_002_00000016.png,sadness
cohn-kanade-images/S042/004/S042_004_00000020.png,anger
cohn-kanade-images/S042/006/S042_006_00000017.png,happy
cohn-kanade-images/S044/001/S044_001_00000024.png,surprise
cohn-kanade-images/S044/003/S044_003_00000014.png,happy
cohn-kanade-images/S044/006/S044_006_00000019.png,disgust
cohn-kanade-images/S045/004/S045_004_00000015.png,disgust
cohn-kanade-images/S045/005/S045_005_00000030.png,anger
cohn-kanade-images/S046/001/S046_001_00000025.png,sadness
cohn-kanade-images/S046/002/S046_002_00000006.png,surprise
cohn-kanade-images/S046/003/S046_003_00000016.png,fear
cohn-kanade-images/S046/004/S046_004_00000017.png,disgust
cohn-kanade-images/S050/001/S050_001_00000017.png,fear
cohn-kanade-images/S050/002/S050_002_00000018.png,surprise
cohn-kanade-images/S050/004/S050_004_00000021.png,anger
cohn-kanade-images/S050/006/S050_006_00000023.png,happy
cohn-kanade-images/S051/002/S051_002_00000019.png,surprise
cohn-kanade-images/S051/003/S051_003_00000018.png,disgust
cohn-kanade-images/S052/001/S052_001_00000015.png,surprise
cohn-kanade-images/S052/004/S052_004_00000033.png,happy
cohn-kanade-images/S052/006/S052_006_00000013.png,disgust
cohn-kanade-images/S053/001/S053_001_00000023.png,surprise
